Producto_Detalles_Vistos,Cantidad_Actividades_Sesión,Cantidad_Artículos_En_Carro,Cantidad_Artículos_Eliminados_Carro,Cantidad_Visitas_Carro,Confirmaciones_Compra,Inicios_Pago,Vistas_Productos_Carro,Inicios_Sesión_Cliente,Vistas_Páginas,Segmento_Cliente,Abandono_Carro
No,25,4,2,6,1,2,4,0,6,Cliente No Segmentado,No
Si,5,2,0,0,0,0,1,0,1,Cliente Objetivo,Si
Si,31,11,16,0,0,0,2,0,1,Cliente No Segmentado,Si
Si,7,2,0,2,0,1,0,0,2,Cliente Objetivo,Si
No,14,3,3,1,1,1,2,1,2,Cliente No Segmentado,No
No,35,3,0,2,0,1,16,0,0,Cliente Leal,Si
Si,3,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
Si,6,2,0,0,0,0,2,0,2,Cliente Objetivo,Si
Si,5,1,0,0,0,1,2,0,1,Cliente Objetivo,Si
No,8,0,0,1,0,1,6,0,0,Cliente Objetivo,Si
Si,12,4,0,0,1,2,1,1,2,Cliente Leal,No
No,13,7,0,1,0,2,1,0,2,Cliente Leal,Si
No,33,10,7,6,0,0,1,0,7,Cliente No Segmentado,Si
No,7,1,0,1,0,0,1,0,3,Cliente Objetivo,Si
Si,4,1,0,0,0,0,1,0,1,Cliente Objetivo,Si
No,4,0,0,1,1,2,0,0,0,Cliente Objetivo,No
No,3,0,0,0,0,1,1,0,1,Cliente Objetivo,Si
Si,7,1,0,0,0,2,0,1,3,Cliente Objetivo,Si
Si,18,4,0,2,0,1,1,1,8,Cliente Leal,Si
No,1,0,0,0,0,5,1,0,0,Cliente Objetivo,Si
No,153,9,0,3,0,1,120,0,0,Cliente Leal,Si
No,34,8,5,1,1,2,5,1,5,Cliente No Segmentado,No
Si,19,8,0,1,0,0,6,0,3,Cliente Leal,Si
No,15,1,0,3,0,3,7,0,1,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,10,1,1,6,0,1,0,0,1,Cliente Objetivo,Si
No,4,0,0,1,1,1,0,0,1,Cliente Objetivo,No
No,12,8,0,0,0,1,1,0,2,Cliente Leal,Si
Si,15,5,3,0,0,1,1,0,3,Cliente No Segmentado,Si
No,7,1,0,0,1,1,2,1,1,Cliente Objetivo,Si
No,15,2,0,2,1,2,4,0,4,Cliente Objetivo,No
Si,7,1,2,3,0,0,0,0,1,Cliente Objetivo,Si
Si,13,8,0,0,0,0,1,0,4,Cliente Leal,Si
No,5,1,0,0,0,1,1,0,2,Cliente Objetivo,Si
Si,6,3,0,0,0,0,1,0,1,Cliente Leal,Si
No,46,9,0,1,0,1,5,1,17,Cliente Leal,Si
No,6,1,0,2,0,1,0,0,2,Cliente Objetivo,Si
Si,18,11,0,3,0,1,5,0,1,Cliente Leal,Si
Si,7,3,0,1,0,0,0,0,3,Cliente Leal,Si
No,8,3,0,1,0,1,1,0,2,Cliente Leal,Si
No,11,5,0,0,0,1,1,0,4,Cliente Leal,Si
No,14,11,0,1,0,0,1,0,0,Cliente Leal,Si
No,1,1,0,3,0,0,4,0,4,Cliente Objetivo,Si
No,3,0,0,2,0,0,1,0,0,Cliente Objetivo,Si
No,10,5,0,1,0,1,1,0,2,Cliente Leal,Si
Si,31,9,5,0,0,1,5,1,5,Cliente No Segmentado,Si
No,27,10,5,4,0,0,3,0,4,Cliente No Segmentado,Si
No,19,1,0,1,0,0,8,0,0,Cliente Objetivo,Si
Si,31,4,11,0,0,1,3,0,3,Cliente No Segmentado,Si
No,6,0,0,1,0,1,1,0,3,Cliente Objetivo,Si
No,5,1,0,0,0,1,1,0,2,Cliente Objetivo,Si
No,15,1,0,1,0,0,1,0,10,Cliente Objetivo,Si
No,2,0,0,1,0,0,0,0,1,Cliente Objetivo,Si
No,9,3,0,0,0,1,1,1,3,Cliente Leal,Si
No,31,4,0,5,0,1,5,1,8,Cliente Leal,Si
Si,17,4,0,4,0,3,0,0,6,Cliente Leal,Si
No,14,3,2,1,1,1,1,1,2,Cliente No Segmentado,No
No,7,3,0,0,0,1,1,0,1,Cliente Leal,Si
No,8,1,0,2,0,0,4,0,0,Cliente Objetivo,Si
No,2,0,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,6,0,0,1,0,2,3,0,0,Cliente Objetivo,Si
Si,18,0,1,3,0,0,3,0,11,Cliente Objetivo,Si
No,4,0,0,3,0,0,1,0,0,Cliente Objetivo,Si
No,21,4,7,2,0,0,3,0,0,Cliente No Segmentado,Si
No,15,4,2,2,1,1,1,1,1,Cliente No Segmentado,No
Si,4,2,0,1,0,0,0,0,1,Cliente Objetivo,Si
Si,18,2,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,11,1,0,4,1,1,1,1,2,Cliente Objetivo,No
Si,3,0,0,0,0,0,1,0,1,Cliente Objetivo,Si
Si,8,4,0,0,0,0,1,0,2,Cliente Leal,Si
No,1,0,0,0,0,1,0,0,0,Cliente Objetivo,Si
No,21,3,0,2,2,3,11,0,0,Cliente Leal,No
No,11,4,0,3,0,1,1,0,2,Cliente Leal,Si
No,5,1,0,3,0,0,0,0,1,Cliente Objetivo,Si
No,13,4,0,0,1,2,2,0,4,Cliente Leal,No
No,8,0,0,5,0,1,1,0,1,Cliente Objetivo,Si
No,9,4,0,1,0,0,1,0,3,Cliente Leal,Si
No,11,2,0,1,0,0,6,0,0,Cliente Objetivo,Si
No,29,1,0,0,0,1,22,0,2,Cliente Objetivo,Si
Si,8,4,0,2,0,1,1,0,0,Cliente Leal,Si
No,1,0,0,1,0,2,0,0,0,Cliente Objetivo,Si
Si,18,3,0,2,0,0,3,0,7,Cliente Leal,Si
Si,5,1,0,0,0,0,2,0,2,Cliente Objetivo,Si
No,40,5,14,10,0,5,1,0,5,Cliente No Segmentado,Si
No,4,1,0,1,0,1,1,0,0,Cliente Objetivo,Si
No,17,3,0,1,0,1,5,0,1,Cliente Leal,Si
No,28,1,0,1,0,0,2,0,16,Cliente Objetivo,Si
Si,11,3,0,4,0,1,1,0,2,Cliente Leal,Si
No,6,1,0,1,0,0,1,0,3,Cliente Objetivo,Si
No,15,2,0,2,0,1,10,0,0,Cliente Objetivo,Si
No,6,1,0,2,0,1,0,0,2,Cliente Objetivo,Si
No,5,0,0,1,0,0,1,0,1,Cliente Objetivo,Si
No,18,2,0,1,0,0,8,0,1,Cliente Objetivo,Si
No,73,3,0,6,2,3,53,0,3,Cliente Leal,No
No,5,0,0,0,0,1,1,0,2,Cliente Objetivo,Si
No,18,7,0,1,1,1,1,0,7,Cliente Leal,No
No,8,1,0,1,0,1,1,1,3,Cliente Objetivo,Si
No,1,0,0,0,0,1,0,0,0,Cliente Objetivo,Si
No,10,3,0,0,0,0,6,0,0,Cliente Leal,Si
No,1,0,0,1,0,0,0,0,0,Cliente Objetivo,Si
No,18,4,1,4,0,2,1,1,4,Cliente Leal,Si
No,4,0,0,1,0,1,1,0,1,Cliente Objetivo,Si
Si,12,5,4,0,0,0,1,0,1,Cliente No Segmentado,Si
No,36,11,3,6,1,2,2,0,9,Cliente No Segmentado,Si
No,19,1,0,1,0,0,7,0,0,Cliente Objetivo,Si
Si,19,4,9,0,0,0,2,0,1,Cliente No Segmentado,Si
No,6,0,0,3,0,0,1,0,2,Cliente Objetivo,Si
No,18,3,0,0,0,0,3,0,7,Cliente Leal,Si
No,20,6,0,1,1,1,1,1,7,Cliente Leal,Si
No,25,5,3,2,1,4,3,0,6,Cliente No Segmentado,No
Si,42,9,0,6,0,0,1,0,1,Cliente Leal,Si
No,18,10,1,0,1,1,2,0,2,Cliente Leal,No
No,16,7,0,2,0,3,4,0,0,Cliente Leal,Si
Si,3,1,0,0,0,0,0,0,1,Cliente Objetivo,Si
Si,19,9,0,0,0,0,0,0,4,Cliente Leal,Si
No,11,1,0,0,0,1,0,0,2,Cliente Objetivo,Si
Si,30,11,6,0,0,3,1,0,6,Cliente No Segmentado,Si
No,9,1,0,0,0,3,1,0,3,Cliente Objetivo,Si
Si,3,1,0,0,0,0,1,0,1,Cliente Objetivo,Si
Si,2,1,0,0,0,0,0,0,1,Cliente Objetivo,Si
No,8,1,0,5,0,0,1,0,0,Cliente Objetivo,Si
No,3,0,0,0,0,1,2,0,0,Cliente Objetivo,Si
No,21,3,0,0,0,0,2,0,12,Cliente Leal,Si
Si,15,2,3,0,0,0,4,0,3,Cliente No Segmentado,Si
Si,7,2,0,0,0,1,3,0,1,Cliente Objetivo,Si
No,25,9,8,0,0,0,1,0,4,Cliente No Segmentado,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,3,0,0,1,0,1,1,0,0,Cliente Objetivo,Si
No,12,1,0,0,0,1,0,0,3,Cliente Objetivo,Si
No,26,1,0,4,0,2,18,0,0,Cliente Objetivo,Si
No,10,2,0,2,0,1,0,0,5,Cliente Objetivo,Si
No,14,7,0,2,0,1,1,1,2,Cliente Leal,Si
No,10,0,0,1,0,0,1,0,7,Cliente Objetivo,Si
Si,10,4,0,2,0,0,2,0,1,Cliente Leal,Si
Si,19,6,0,0,0,0,3,0,7,Cliente Leal,Si
Si,6,2,0,0,0,1,1,0,1,Cliente Objetivo,Si
No,35,8,0,3,0,1,4,0,16,Cliente Leal,Si
Si,3,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
Si,5,1,0,0,0,1,2,0,0,Cliente Objetivo,Si
Si,19,7,7,1,0,0,1,0,3,Cliente No Segmentado,Si
No,13,3,0,1,0,3,2,1,1,Cliente Leal,Si
No,12,1,0,1,0,0,4,0,6,Cliente Objetivo,Si
No,8,0,0,1,0,2,4,0,1,Cliente Objetivo,Si
Si,19,9,4,2,0,0,1,0,1,Cliente No Segmentado,Si
No,15,4,0,4,0,1,3,1,2,Cliente Leal,Si
No,6,2,0,1,0,1,2,0,0,Cliente Objetivo,Si
Si,7,0,0,1,0,0,2,0,2,Cliente Objetivo,Si
No,21,7,8,1,0,0,2,0,0,Cliente No Segmentado,Si
No,3,0,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,6,0,0,1,0,0,5,0,0,Cliente Objetivo,Si
No,13,3,0,2,0,0,3,0,2,Cliente Leal,Si
No,1,2,0,3,0,2,1,1,2,Cliente Objetivo,Si
No,7,0,1,2,1,1,0,1,0,Cliente Objetivo,No
Si,4,1,0,0,0,1,0,1,0,Cliente Objetivo,Si
No,5,1,0,1,0,2,1,0,0,Cliente Objetivo,Si
No,27,5,5,10,0,3,1,0,3,Cliente No Segmentado,Si
Si,23,11,1,0,0,0,3,0,3,Cliente Leal,Si
No,12,2,0,2,0,2,2,1,3,Cliente Objetivo,Si
No,10,4,0,0,0,1,1,0,1,Cliente Leal,Si
No,1,0,0,1,0,0,0,0,0,Cliente Objetivo,Si
Si,9,3,2,1,0,0,1,0,2,Cliente No Segmentado,Si
No,16,1,0,3,0,7,2,1,2,Cliente Objetivo,Si
Si,22,8,3,1,0,1,3,0,3,Cliente No Segmentado,Si
No,13,5,0,1,0,1,2,1,2,Cliente Leal,Si
No,15,0,0,0,2,1,2,0,2,Cliente Objetivo,No
No,32,8,0,4,0,1,17,0,0,Cliente Leal,Si
No,22,4,0,1,1,1,5,1,7,Cliente Leal,No
No,16,8,0,0,0,1,2,0,3,Cliente Leal,Si
Si,19,6,0,0,0,0,3,0,5,Cliente Leal,Si
No,16,7,0,0,0,1,2,1,2,Cliente Leal,Si
No,7,1,0,1,0,1,0,0,3,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,9,1,1,1,1,3,0,1,0,Cliente Objetivo,No
No,25,0,0,1,0,1,6,0,4,Cliente Objetivo,Si
Si,29,11,7,3,0,0,3,0,4,Cliente No Segmentado,Si
No,9,4,0,1,0,1,1,0,2,Cliente Leal,Si
No,12,3,0,1,0,0,5,0,2,Cliente Leal,Si
No,10,5,0,0,1,1,1,1,0,Cliente Leal,No
No,3,0,0,2,0,0,1,0,0,Cliente Objetivo,Si
No,7,0,0,0,0,1,1,0,1,Cliente Objetivo,Si
No,56,4,0,1,0,1,3,0,21,Cliente Leal,Si
Si,22,5,1,0,0,0,2,0,8,Cliente Leal,Si
No,8,3,0,0,0,1,0,1,2,Cliente Leal,Si
No,4,0,0,1,0,1,0,0,2,Cliente Objetivo,Si
Si,4,2,0,0,0,0,0,0,2,Cliente Objetivo,Si
No,13,5,0,2,0,0,2,0,2,Cliente Leal,Si
No,15,3,0,2,0,0,2,0,4,Cliente Leal,Si
Si,11,3,2,2,0,0,1,0,1,Cliente No Segmentado,Si
No,17,4,3,1,0,1,3,0,4,Cliente No Segmentado,Si
Si,13,6,0,2,0,1,1,0,3,Cliente Leal,Si
No,4,0,0,1,0,1,2,0,0,Cliente Objetivo,Si
Si,3,1,0,0,0,0,1,0,1,Cliente Objetivo,Si
No,20,1,0,1,0,4,7,0,5,Cliente Objetivo,Si
No,7,2,0,1,0,1,1,0,1,Cliente Objetivo,Si
No,7,1,0,2,0,0,2,0,0,Cliente Objetivo,Si
Si,4,1,0,0,0,0,2,0,1,Cliente Objetivo,Si
No,10,4,0,0,0,0,1,0,4,Cliente Leal,Si
No,8,5,0,1,0,0,1,0,1,Cliente Leal,Si
No,22,10,4,0,0,0,3,0,2,Cliente No Segmentado,Si
No,6,1,0,2,0,1,0,0,2,Cliente Objetivo,Si
No,14,0,0,1,0,1,1,0,3,Cliente Objetivo,Si
No,32,11,0,3,0,3,1,1,7,Cliente Leal,Si
No,38,2,0,6,5,7,13,0,5,Cliente Objetivo,No
No,11,3,3,1,0,2,0,0,2,Cliente No Segmentado,Si
No,14,2,0,2,1,3,6,0,0,Cliente Objetivo,No
Si,4,1,1,0,0,0,0,0,2,Cliente Objetivo,Si
Si,9,3,0,2,0,0,2,0,2,Cliente Leal,Si
No,11,1,0,5,0,1,2,0,2,Cliente Objetivo,Si
No,7,0,0,3,0,1,3,0,0,Cliente Objetivo,Si
No,11,0,0,0,0,0,1,0,2,Cliente Objetivo,Si
No,7,0,0,0,0,0,1,0,2,Cliente Objetivo,Si
No,17,0,0,2,0,0,1,0,4,Cliente Objetivo,Si
No,7,0,1,1,1,2,1,0,1,Cliente Objetivo,No
Si,10,4,3,0,0,0,2,0,0,Cliente No Segmentado,Si
No,20,6,0,1,1,3,2,1,3,Cliente Leal,No
No,5,0,0,2,0,1,2,0,0,Cliente Objetivo,Si
Si,15,7,0,0,0,1,6,0,0,Cliente Leal,Si
No,2,3,0,0,0,2,1,0,8,Cliente Leal,Si
No,21,4,1,2,0,2,2,1,9,Cliente Leal,Si
No,6,1,0,1,1,1,1,0,1,Cliente Objetivo,No
No,5,0,0,0,0,1,3,0,1,Cliente Objetivo,Si
Si,4,0,0,0,0,0,0,0,1,Cliente Objetivo,Si
Si,20,4,1,2,0,2,1,0,6,Cliente Leal,Si
No,10,0,0,1,0,1,4,0,4,Cliente Objetivo,Si
Si,5,1,0,0,0,0,3,0,0,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,13,2,0,1,1,1,2,1,1,Cliente Objetivo,No
Si,7,4,0,0,0,0,1,0,0,Cliente Leal,Si
Si,16,0,0,2,0,0,1,0,1,Cliente Objetivo,Si
No,8,2,0,0,0,2,1,0,3,Cliente Objetivo,Si
No,11,0,0,3,0,1,0,0,4,Cliente Objetivo,Si
No,11,5,1,1,1,1,1,1,0,Cliente Leal,Si
Si,29,9,6,3,1,2,2,0,3,Cliente No Segmentado,Si
No,3,0,0,3,0,0,0,0,0,Cliente Objetivo,Si
Si,38,7,3,6,0,2,8,1,9,Cliente No Segmentado,Si
No,13,7,0,0,0,1,1,0,3,Cliente Leal,Si
No,10,4,0,1,0,1,1,1,0,Cliente Leal,Si
No,1,0,0,3,0,1,1,0,1,Cliente Objetivo,Si
No,10,4,0,1,0,1,1,1,1,Cliente Leal,Si
No,9,1,0,0,1,3,1,1,1,Cliente Objetivo,No
Si,31,8,8,3,0,1,8,0,2,Cliente No Segmentado,Si
Si,10,2,0,1,0,2,4,0,0,Cliente Objetivo,Si
No,10,6,0,1,0,1,1,0,0,Cliente Leal,Si
No,4,0,0,0,0,1,3,0,0,Cliente Objetivo,Si
No,4,0,0,0,0,0,0,0,2,Cliente Objetivo,Si
No,5,1,0,0,0,2,2,0,0,Cliente Objetivo,Si
No,17,8,2,0,0,2,2,0,2,Cliente No Segmentado,Si
No,30,2,0,6,0,9,13,0,0,Cliente Objetivo,Si
No,6,0,0,1,0,1,4,0,0,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,36,6,0,3,0,5,6,0,15,Cliente Leal,Si
No,9,0,0,2,0,0,1,0,2,Cliente Objetivo,Si
No,9,0,0,1,1,1,2,0,1,Cliente Objetivo,No
No,11,5,1,1,0,1,1,0,2,Cliente Leal,Si
No,8,4,0,0,0,1,2,0,1,Cliente Leal,Si
No,16,8,1,2,0,1,1,0,3,Cliente Leal,Si
Si,3,0,0,2,0,0,0,0,3,Cliente Objetivo,Si
No,2,0,0,1,0,0,0,0,1,Cliente Objetivo,Si
Si,7,1,4,1,0,0,0,0,1,Cliente No Segmentado,Si
Si,3,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
Si,22,4,0,3,0,1,6,0,1,Cliente Leal,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,11,1,0,0,0,2,1,0,7,Cliente Objetivo,Si
No,3,1,0,1,0,0,0,0,1,Cliente Objetivo,Si
No,14,0,0,0,0,0,1,0,10,Cliente Objetivo,Si
No,48,6,8,7,0,5,1,0,13,Cliente No Segmentado,Si
Si,7,0,0,0,0,0,1,0,5,Cliente Objetivo,Si
Si,30,6,4,5,1,1,1,1,10,Cliente No Segmentado,Si
No,13,4,0,1,0,1,4,0,3,Cliente Leal,Si
No,24,1,0,0,0,0,11,0,8,Cliente Objetivo,Si
Si,6,4,0,0,0,0,1,0,0,Cliente Leal,Si
No,12,7,0,1,0,1,1,0,2,Cliente Leal,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,17,8,0,1,1,1,2,1,3,Cliente Leal,No
Si,10,4,0,1,0,1,4,0,0,Cliente Leal,Si
No,6,1,0,1,0,1,1,0,2,Cliente Objetivo,Si
No,24,1,0,0,0,4,15,0,0,Cliente Objetivo,Si
No,18,1,0,0,1,2,13,0,0,Cliente Objetivo,No
Si,6,1,1,0,1,1,1,1,0,Cliente Objetivo,No
No,25,10,9,4,0,0,1,0,0,Cliente No Segmentado,Si
No,14,1,0,6,0,0,6,0,0,Cliente Objetivo,Si
Si,9,0,0,0,0,1,1,0,0,Cliente Objetivo,Si
No,19,3,1,3,1,1,4,1,4,Cliente Leal,No
Si,2,1,0,0,0,0,1,0,0,Cliente Objetivo,Si
No,9,1,2,3,0,0,0,0,2,Cliente Objetivo,Si
Si,4,1,1,0,0,0,0,0,1,Cliente Objetivo,Si
No,19,1,0,1,0,1,1,0,11,Cliente Objetivo,Si
No,8,2,2,1,0,1,0,0,2,Cliente No Segmentado,Si
No,13,6,1,1,1,1,1,1,0,Cliente Leal,No
No,9,3,0,0,0,0,3,0,2,Cliente Leal,Si
No,9,3,0,1,0,1,2,0,2,Cliente Leal,Si
Si,6,1,0,0,0,1,2,0,0,Cliente Objetivo,Si
No,2,0,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,32,3,3,5,1,3,6,2,4,Cliente No Segmentado,Si
No,14,1,0,5,0,4,4,0,0,Cliente Objetivo,Si
No,19,2,0,0,0,0,2,0,8,Cliente Objetivo,Si
No,21,5,0,3,1,2,3,1,1,Cliente Leal,No
No,6,1,0,2,0,1,0,0,2,Cliente Objetivo,Si
Si,5,1,0,1,0,1,2,0,0,Cliente Objetivo,Si
Si,3,0,0,0,1,1,0,0,1,Cliente Objetivo,No
No,17,0,0,4,2,7,4,0,0,Cliente Objetivo,No
No,17,6,1,1,0,0,3,0,2,Cliente Leal,Si
No,8,2,0,3,0,1,0,0,2,Cliente Objetivo,Si
No,12,5,0,0,1,2,1,1,1,Cliente Leal,Si
No,10,1,0,0,0,0,2,0,4,Cliente Objetivo,Si
No,13,1,0,2,1,3,0,1,5,Cliente Objetivo,No
No,3,0,0,1,0,0,2,0,0,Cliente Objetivo,Si
No,25,0,0,4,1,1,2,0,9,Cliente Objetivo,No
Si,9,2,2,1,0,0,1,0,3,Cliente No Segmentado,Si
Si,13,6,3,0,0,0,1,0,2,Cliente No Segmentado,Si
Si,5,1,0,0,0,1,1,0,2,Cliente Objetivo,Si
No,23,3,0,4,0,1,9,1,5,Cliente Leal,Si
Si,12,5,1,1,0,0,2,0,1,Cliente Leal,Si
No,12,4,0,1,0,1,4,0,1,Cliente Leal,Si
Si,7,0,0,1,0,1,1,0,1,Cliente Objetivo,Si
Si,8,2,0,2,0,0,4,0,0,Cliente Objetivo,Si
No,20,6,5,0,0,0,6,0,2,Cliente No Segmentado,Si
No,10,4,0,1,0,0,2,0,2,Cliente Leal,Si
No,7,3,0,2,0,0,2,0,0,Cliente Leal,Si
No,3,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,4,0,0,3,0,0,1,0,0,Cliente Objetivo,Si
No,9,4,0,0,0,1,3,0,1,Cliente Leal,Si
No,12,4,0,1,0,1,2,0,4,Cliente Leal,Si
No,5,0,0,2,0,1,0,0,1,Cliente Objetivo,Si
Si,5,0,0,0,0,0,1,0,0,Cliente Objetivo,Si
No,4,0,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,5,1,0,0,0,1,3,0,0,Cliente Objetivo,Si
No,29,0,0,0,0,1,24,0,1,Cliente Objetivo,Si
No,9,1,0,0,0,1,1,0,6,Cliente Objetivo,Si
No,34,10,0,0,1,3,8,0,0,Cliente Leal,No
No,9,3,0,0,0,0,3,0,1,Cliente Leal,Si
No,7,0,0,0,1,1,1,0,1,Cliente Objetivo,No
No,11,7,0,0,0,1,2,0,0,Cliente Leal,Si
No,1,5,2,0,2,3,4,2,1,Cliente No Segmentado,No
No,7,3,0,1,0,0,1,0,1,Cliente Leal,Si
No,2,0,0,1,0,0,0,0,1,Cliente Objetivo,Si
No,10,1,0,1,0,0,6,0,0,Cliente Objetivo,Si
No,22,2,2,8,0,0,5,0,2,Cliente No Segmentado,Si
No,5,1,0,0,0,1,1,1,1,Cliente Objetivo,Si
Si,8,1,0,0,0,0,2,0,2,Cliente Objetivo,Si
No,9,2,0,2,0,2,0,0,3,Cliente Objetivo,Si
No,14,1,0,4,0,1,2,0,6,Cliente Objetivo,Si
No,15,9,0,0,0,1,3,0,2,Cliente Leal,Si
No,16,7,0,1,0,0,6,0,2,Cliente Leal,Si
Si,10,0,0,2,0,0,0,0,1,Cliente Objetivo,Si
No,9,1,0,0,0,1,0,0,6,Cliente Objetivo,Si
No,4,0,0,0,0,2,1,0,1,Cliente Objetivo,Si
No,13,8,0,1,0,1,1,0,2,Cliente Leal,Si
No,7,1,0,0,1,2,2,0,0,Cliente Objetivo,No
No,12,0,0,1,0,1,1,0,2,Cliente Objetivo,Si
No,8,1,0,1,0,2,1,0,3,Cliente Objetivo,Si
No,10,2,0,0,0,2,5,0,1,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
Si,23,0,0,0,0,0,0,0,14,Cliente Objetivo,Si
No,14,2,2,6,0,0,1,0,3,Cliente No Segmentado,Si
No,5,1,0,0,0,1,2,0,1,Cliente Objetivo,Si
Si,10,0,0,0,0,1,1,0,3,Cliente Objetivo,Si
No,3,0,0,1,0,1,1,0,0,Cliente Objetivo,Si
No,10,2,0,2,0,2,1,0,3,Cliente Objetivo,Si
No,7,2,0,2,0,1,0,0,2,Cliente Objetivo,Si
Si,4,1,0,0,0,0,1,0,2,Cliente Objetivo,Si
Si,5,1,0,0,0,2,2,0,0,Cliente Objetivo,Si
No,3,0,0,0,0,2,1,0,0,Cliente Objetivo,Si
No,16,2,2,4,0,1,3,0,4,Cliente No Segmentado,Si
No,14,4,0,2,0,2,6,0,0,Cliente Leal,Si
No,4,0,0,1,0,1,0,1,1,Cliente Objetivo,Si
No,20,4,0,1,0,1,10,0,0,Cliente Leal,Si
No,7,1,0,0,1,2,1,0,1,Cliente Objetivo,No
No,11,4,0,1,0,0,4,0,0,Cliente Leal,Si
No,14,6,2,0,1,1,1,1,2,Cliente No Segmentado,No
Si,26,1,0,2,1,1,8,0,0,Cliente Objetivo,No
Si,9,5,0,1,0,1,2,0,0,Cliente Leal,Si
No,12,1,1,1,0,0,2,0,3,Cliente Objetivo,Si
No,27,9,0,1,0,2,2,1,11,Cliente Leal,Si
No,15,2,0,2,0,1,3,0,1,Cliente Objetivo,Si
No,18,5,0,5,0,1,2,1,3,Cliente Leal,Si
No,28,4,1,5,0,1,4,0,11,Cliente Leal,Si
No,8,0,0,0,1,2,0,0,4,Cliente Objetivo,No
No,5,1,0,1,0,1,2,0,0,Cliente Objetivo,Si
No,26,10,0,1,0,1,3,0,7,Cliente Leal,Si
No,10,5,0,1,0,1,1,0,2,Cliente Leal,Si
No,4,0,0,0,0,1,0,1,1,Cliente Objetivo,Si
Si,20,11,0,0,1,3,4,0,0,Cliente Leal,No
Si,10,4,1,2,0,0,1,0,1,Cliente Leal,Si
No,38,4,22,5,0,1,2,0,1,Cliente No Segmentado,Si
No,8,0,0,2,1,2,3,0,0,Cliente Objetivo,No
No,6,1,0,2,0,0,3,0,0,Cliente Objetivo,Si
No,5,1,0,1,0,2,0,0,0,Cliente Objetivo,Si
No,41,3,0,2,0,2,7,0,0,Cliente Leal,Si
No,6,1,0,1,0,1,1,0,2,Cliente Objetivo,Si
No,5,0,0,0,0,1,1,0,3,Cliente Objetivo,Si
Si,7,0,0,0,0,1,2,0,2,Cliente Objetivo,Si
No,17,6,0,1,0,2,2,0,4,Cliente Leal,Si
No,23,0,0,1,0,1,7,0,1,Cliente Objetivo,Si
No,7,2,1,1,0,1,0,0,2,Cliente Objetivo,Si
No,10,3,0,1,0,1,1,1,2,Cliente Leal,Si
No,32,4,11,2,1,1,2,1,5,Cliente No Segmentado,No
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,14,4,0,0,1,1,1,0,6,Cliente Leal,No
Si,3,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,10,0,0,1,0,0,1,0,1,Cliente Objetivo,Si
No,17,4,3,1,1,1,2,1,1,Cliente No Segmentado,No
No,13,0,0,1,0,4,0,0,8,Cliente Objetivo,Si
No,5,0,0,3,0,1,1,0,0,Cliente Objetivo,Si
No,20,0,0,0,0,0,2,0,4,Cliente Objetivo,Si
Si,7,2,2,1,0,0,1,0,1,Cliente No Segmentado,Si
No,6,1,0,0,0,0,0,0,4,Cliente Objetivo,Si
No,8,2,0,2,0,1,1,0,2,Cliente Objetivo,Si
Si,3,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
Si,3,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,69,1,0,1,0,2,53,0,1,Cliente Objetivo,Si
Si,10,1,3,5,0,0,0,0,1,Cliente No Segmentado,Si
No,53,3,0,1,0,9,33,0,0,Cliente Leal,Si
No,2,1,0,0,0,0,3,0,1,Cliente Objetivo,Si
No,12,6,0,1,0,1,1,0,3,Cliente Leal,Si
Si,33,9,9,0,0,1,1,0,6,Cliente No Segmentado,Si
Si,17,9,0,1,0,1,2,0,3,Cliente Leal,Si
No,6,1,0,0,0,1,3,0,0,Cliente Objetivo,Si
No,5,0,0,1,0,0,1,0,1,Cliente Objetivo,Si
No,12,3,0,0,2,1,0,1,3,Cliente Leal,No
No,8,1,0,2,0,0,1,0,3,Cliente Objetivo,Si
No,12,5,0,1,1,1,1,1,1,Cliente Leal,No
No,8,2,0,0,1,1,1,1,1,Cliente Objetivo,No
